,Node,Line node,Stance action,Tag,Running cost,Annotation,Motif,Time,Beat,Line,Line with active holds,BPM,Left foot hint,Right foot hint,Left foot,Right foot,Left hand,Right hand,Cost,foot_inversion,angle,hand_inversion,foot_position,hold_footslide,hold_footswitch,move,jump,bracket,hands,move_without_action,downpress,double_step,min_cost,multihit,double_step_in_multi,bracket_for_1panel,hold_alternate
23,"12.5:p2`1-p1`6c,p2`59;4-,-1:any-any-jack",12.5,"p2`1-p1`6c,p2`59;4-,-1",any-any-jack,133.72,,"((12.5, 12.5), 'any-any-jackorfree')",8.839779006,12.5,`0000000010,`0000040010,90.5,4,1,4,1,,,5.5,0,0,0,0.04,0,0,0.159118664,0,0,0,0,0,0,5.2,0,0,0.1,0
24,"12.75:p2`1-p1`6c,p2`59;3-,--:any-any-any",12.75,"p2`1-p1`6c,p2`59;3-,--",any-any-any,138.76,,,9.005524862,12.75,`0000030000,`0000030000,90.5,3,,3,,,,5.04,0,0,0,0.04,0,0,-0.2,0,0,0,0,0,0,5.2,0,0,0,0
25,"13.0:p2`1-p1`6c,p2`a5;--,-1:any-any-any",13,"p2`1-p1`6c,p2`a5;--,-1",any-any-any,144.21,alternate,,9.171270718,13,`0000000100,`0000000100,90.5,,1,,1,,,5.45,0,0,0,0,0,0,0.246369372,0,0,0,0,0,0,5.2,0,0,0,0
26,"13.25:p2`1-p1`6c,p2`a5;1-,--:any-any-any",13.25,"p2`1-p1`6c,p2`a5;1-,--",any-any-any,149.21,alternate,,9.337016575,13.25,`0000010000,`0000010000,90.5,1,,1,,,,5,0,0,0,0,0,0,-0.2,0,0,0,0,0,0,5.2,0,0,0,0
27,"13.5:p2`1-p1`6c,p2`47;--,-1:any-any-any",13.5,"p2`1-p1`6c,p2`47;--,-1",any-any-any,155.09,alternate,,9.502762431,13.5,`0000001000,`0000001000,90.5,,1,,1,,,5.88,0,0,0,0,0,0,0.678320113,0,0,0,0,0,0,5.2,0,0,0,0
28,"13.75:p1`69,p2`47;-1,--:any-any-any",13.75,"p1`69,p2`47;-1,--",any-any-any,161.31,alternate,,9.668508287,13.75,`0001000000,`0001000000,90.5,1,,1,,,,6.22,0,0,0,0,0,0,1.022907978,0,0,0,0,0,0,5.2,0,0,0,0
29,"14.0:p1`69,p1`3-p2`4c;--,2-:any-any-any",14,"p1`69,p1`3-p2`4c;--,2-",any-any-any,167.55,alternate,,9.834254144,14,`0000200000,`0000200000,90.5,,2,,2,,,6.24,0,0,0,0,0,0,1.039356071,0,0,0,0,0,0,5.2,0,0,0,0
30,"14.5:p1`57,p1`3-p2`4c;-1,4-:any-any-jack",14.5,"p1`57,p1`3-p2`4c;-1,4-",any-any-jack,174.14,,"((14.5, 14.5), 'any-any-jackorfree')",10.16574586,14.5,`0100000000,`0100400000,90.5,1,4,1,4,,,6.59,0,0,0,0.04,0,0,1.253812279,0,0,0,0,0,0,5.2,0,0,0.1,0
31,"14.75:p1`57,p1`3-p2`4c;--,3-:any-any-any",14.75,"p1`57,p1`3-p2`4c;--,3-",any-any-any,179.18,,,10.33149171,14.75,`0000300000,`0000300000,90.5,,3,,3,,,5.04,0,0,0,0.04,0,0,-0.2,0,0,0,0,0,0,5.2,0,0,0,0
32,"15.0:p1`a5,p1`3-p2`4c;-1,--:any-any-any",15,"p1`a5,p1`3-p2`4c;-1,--",any-any-any,184.63,alternate,,10.49723757,15,`0010000000,`0010000000,90.5,1,,1,,,,5.45,0,0,0,0,0,0,0.253911354,0,0,0,0,0,0,5.2,0,0,0,0
33,"15.25:p1`a5,p1`3-p2`4c;--,1-:any-any-any",15.25,"p1`a5,p1`3-p2`4c;--,1-",any-any-any,189.63,alternate,,10.66298343,15.25,`0000100000,`0000100000,90.5,,1,,1,,,5,0,0,0,0,0,0,-0.2,0,0,0,0,0,0,5.2,0,0,0,0
34,"15.5:p1`69,p1`3-p2`4c;-1,--:any-any-any",15.5,"p1`69,p1`3-p2`4c;-1,--",any-any-any,195.5,alternate,,10.82872928,15.5,`0001000000,`0001000000,90.5,1,,1,,,,5.87,0,0,0,0,0,0,0.673274247,0,0,0,0,0,0,5.2,0,0,0,0
35,"15.75:p1`69,p2`47;--,-1:any-any-any",15.75,"p1`69,p2`47;--,-1",any-any-any,201.74,alternate,,10.99447514,15.75,`0000001000,`0000001000,90.5,,1,,1,,,6.24,0,0,0,0,0,0,1.039356071,0,0,0,0,0,0,5.2,0,0,0,0
36,"16.0:p2`1-p1`6c,p2`47;2-,--:any-any-any",16,"p2`1-p1`6c,p2`47;2-,--",any-any-any,207.96,alternate,,11.16022099,16,`0000020000,`0000020000,90.5,2,,2,,,,6.22,0,0,0,0,0,0,1.022907978,0,0,0,0,0,0,5.2,0,0,0,0
37,"16.5:p2`1-p1`6c,p2`53;4-,-1:any-any-jack",16.5,"p2`1-p1`6c,p2`53;4-,-1",any-any-jack,214.33,,"((16.5, 16.5), 'any-any-jackorfree')",11.49171271,16.5,`0000000001,`0000040001,90.5,4,1,4,1,,,6.37,0,0,0,0.05,0,0,1.018352094,0,0,0,0,0,0,5.2,0,0,0.1,0
38,"16.75:p2`1-p1`6c,p2`53;3-,--:any-any-any",16.75,"p2`1-p1`6c,p2`53;3-,--",any-any-any,219.38,,,11.65745856,16.75,`0000030000,`0000030000,90.5,3,,3,,,,5.05,0,0,0,0.05,0,0,-0.2,0,0,0,0,0,0,5.2,0,0,0,0
39,"17.0:p2`1-p1`6c,p2`a5;--,-1:any-any-any",17,"p2`1-p1`6c,p2`a5;--,-1",any-any-any,224.8,alternate,,11.82320442,17,`0000000100,`0000000100,90.5,,1,,1,,,5.42,0,0,0,0,0,0,0.218475284,0,0,0,0,0,0,5.2,0,0,0,0
40,"17.25:p2`47c,p2`a5;-1,--:any-any-any",17.25,"p2`47c,p2`a5;-1,--",any-any-any,230.15,alternate,,11.98895028,17.25,`0000001000,`0000001000,90.5,1,,1,,,,5.35,0,0,0,0,0,0,0.1451584,0,0,0,0,0,0,5.2,0,0,0,0
41,"17.5:p2`47c,p2`14;--,1-:any-any-any",17.5,"p2`47c,p2`14;--,1-",any-any-any,235.99,alternate,,12.15469613,17.5,`0000010000,`0000010000,90.5,,1,,1,,,5.84,0,0,0,0,0,0,0.644368042,0,0,0,0,0,0,5.2,0,0,0,0
42,"17.75:p1`a3c,p2`14;-1,--:any-any-any",17.75,"p1`a3c,p2`14;-1,--",any-any-any,241.61,alternate,,12.32044199,17.75,`0000100000,`0000100000,90.5,1,,1,,,,5.62,0,0,0,0.01,0,0,0.413682117,0,0,0,0,0,0,5.2,0,0,0,0
43,"18.0:p1`a3c,p2`47c;--,-1:any-any-any",18,"p1`a3c,p2`47c;--,-1",any-any-any,247.55,alternate,,12.48618785,18,`0000001000,`0000001000,10000000000,,1,,1,,,5.94,0,0,0,0.01,0,0,0.732553782,0,0,0,0,0,0,5.2,0,0,0,0
44,"18.125:p1`a3c,p2`47c;-1,--:any-any-any",18.125,"p1`a3c,p2`47c;-1,--",any-any-any,252.56,alternate,,12.48618785,18.125,`0000100000,`0000100000,10000000000,1,,1,,,,5.01,0,0,0,0.01,0,0,-0.2,0,0,0,0,0,0,5.2,0,0,0,0
45,"18.25:p1`a3c,p2`4-p1`9c;--,-1:any-any-any",18.25,"p1`a3c,p2`4-p1`9c;--,-1",any-any-any,257.9,alternate,,12.48618785,18.25,`0001000000,`0001000000,10000000000,,1,,1,,,5.34,0,0,0,0.01,0,0,0.13499119,0,0,0,0,0,0,5.2,0,0,0,0
46,"19.25:p1`a3c,p2`47c;--,-1:any-any-any",19.25,"p1`a3c,p2`47c;--,-1",any-any-any,265.74,,,12.98342542,19.25,`0000001000,`0000001000,10000000000,,1,,1,,,7.84,0,0,0,0.01,0,0,0.13499119,0,0,0,0,0,2.5,5.2,0,0,0,0
47,"19.375 multi v1:p1`35,p2`47c;11,--:any-any-any",19.375 multi v1,"p1`35,p2`47c;11,--",any-any-any,266.8,alternate,,12.98342542,19.5,`0010100000,`0010100000,10000000000,11,,11,,,,1.06,0,0,0,0.05,0,0,0.760610385,0,0.05,0,0,0,0,5.2,-5,0,0,0
48,"20.5 multi v1:p1`35,p2`15;--,11:any-any-any",20.5 multi v1,"p1`35,p2`15;--,11",any-any-any,267.95,,,13.59116023,20.625,`0000010100,`0000010100,10000000000,,11,,11,,,1.15,0,0,0,0.1,0,0,0.804263442,0,0.05,0,0,0,0,5.2,-5,0,0,0
49,"20.75:p1`69,p2`15;-1,--:any-any-any",20.75,"p1`69,p2`15;-1,--",any-any-any,273.55,alternate,,13.59116023,20.75,`0001000000,`0001000000,10000000000,1,,1,,,,5.6,0,0,0,0.05,0,0,0.245737418,0,0,0,0,0,0,5.2,0,0,0.1,0
50,"21.5:p1`69,p2`14c;--,1-:any-any-any",21.5,"p1`69,p2`14c;--,1-",any-any-any,279.42,,,14.03314918,21.5,`0000010000,`0000010000,90.5,,1,,1,,,5.87,0,0,0,0,0,0,0.669711315,0,0,0,0,0,0,5.2,0,0,0,0
51,"21.666666666666668:p1`36c,p2`14c;1-,--:any-any-any",21.66666667,"p1`36c,p2`14c;1-,--",any-any-any,285.34,alternate,,14.18508288,21.66666667,`0000100000,`0000100000,90.5,1,,1,,,,5.92,0,0,0,0,0,0,0.720165441,0,0,0,0,0,0,5.2,0,0,0,0
52,"21.833333333333332:p1`36c,p1`a9c;--,-1:any-any-any",21.83333333,"p1`36c,p1`a9c;--,-1",any-any-any,290.96,alternate,,14.32320443,21.83333333,`0001000000,`0001000000,90.5,,1,,1,,,5.62,0,0,0,0.01,0,0,0.413682117,0,0,0,0,0,0,5.2,0,0,0,0
53,"22.0:p2`1-p1`6c,p1`a9c;1-,--:any-any-any",22,"p2`1-p1`6c,p1`a9c;1-,--",any-any-any,297.77,,,14.47513813,22,`0000010000,`0000010000,90.5,1,,1,,,,6.81,1.5,0,0,0.01,0,0,0.099275414,0,0,0,0,0,0,5.2,0,0,0,0
54,"22.166666666666668:p2`1-p1`6c,p1`a9c;--,-1:any-any-any",22.16666667,"p2`1-p1`6c,p1`a9c;--,-1",any-any-any,304.28,alternate,,14.62707183,22.16666667,`0001000000,`0001000000,90.5,,1,,1,,,6.51,1.5,0,0,0.01,0,0,-0.2,0,0,0,0,0,0,5.2,0,0,0,0
55,"22.333333333333332:p1`36c,p1`a9c;1-,--:any-any-any",22.33333333,"p1`36c,p1`a9c;1-,--",any-any-any,309.59,alternate,,14.76519338,22.33333333,`0000100000,`0000100000,90.5,1,,1,,,,5.31,0,0,0,0.01,0,0,0.099275414,0,0,0,0,0,0,5.2,0,0,0,0
56,"22.5:p1`36c,p2`14c;--,1-:any-any-any",22.5,"p1`36c,p2`14c;--,1-",any-any-any,315.2,,,14.91712708,22.5,`0000010000,`0000010000,90.5,,1,,1,,,5.61,0,0,0,0,0,0,0.413682117,0,0,0,0,0,0,5.2,0,0,0,0
57,"22.666666666666668:p1`69c,p2`14c;-1,--:any-any-any",22.66666667,"p1`69c,p2`14c;-1,--",any-any-any,320.56,alternate,,15.06906078,22.66666667,`0001000000,`0001000000,90.5,1,,1,,,,5.36,0,0,0,0,0,0,0.164316767,0,0,0,0,0,0,5.2,0,0,0,0
58,"22.833333333333332:p1`69c,p1`3-p2`4c;--,1-:any-any-any",22.83333333,"p1`69c,p1`3-p2`4c;--,1-",any-any-any,325.88,alternate,,15.20718233,22.83333333,`0000100000,`0000100000,90.5,,1,,1,,,5.32,0,0,0,0,0,0,0.116225699,0,0,0,0,0,0,5.2,0,0,0,0
59,"23.0:p1`69c,p1`3-p2`4c;-1,--:any-any-any",23,"p1`69c,p1`3-p2`4c;-1,--",any-any-any,330.88,,,15.35911603,23,`0001000000,`0001000000,90.5,1,,1,,,,5,0,0,0,0,0,0,-0.2,0,0,0,0,0,0,5.2,0,0,0,0
60,"23.166666666666668:p1`69c,p2`14c;--,1-:any-any-any",23.16666667,"p1`69c,p2`14c;--,1-",any-any-any,336.2,alternate,,15.51104973,23.16666667,`0000010000,`0000010000,90.5,,1,,1,,,5.32,0,0,0,0,0,0,0.116225699,0,0,0,0,0,0,5.2,0,0,0,0
61,"23.333333333333332:p1`36c,p2`14c;1-,--:any-any-any",23.33333333,"p1`36c,p2`14c;1-,--",any-any-any,341.56,alternate,,15.64917128,23.33333333,`0000100000,`0000100000,90.5,1,,1,,,,5.36,0,0,0,0,0,0,0.164316767,0,0,0,0,0,0,5.2,0,0,0,0
62,"23.5:p1`36c,p2`47c;--,-1:any-any-any",23.5,"p1`36c,p2`47c;--,-1",any-any-any,346.92,,,15.80110498,23.5,`0000001000,`0000001000,90.5,,1,,1,,,5.36,0,0,0,0,0,0,0.164316767,0,0,0,0,0,0,5.2,0,0,0,0
63,"23.666666666666668:p2`1-p1`6c,p2`47c;1-,--:any-any-any",23.66666667,"p2`1-p1`6c,p2`47c;1-,--",any-any-any,352.22,alternate,,15.95303868,23.66666667,`0000010000,`0000010000,90.5,1,,1,,,,5.3,0,0,0,0,0,0,0.099275414,0,0,0,0,0,0,5.2,0,0,0,0
64,"23.833333333333332:p2`1-p1`6c,p2`47c;--,-1:any-any-any",23.83333333,"p2`1-p1`6c,p2`47c;--,-1",any-any-any,357.22,alternate,,16.09116023,23.83333333,`0000001000,`0000001000,90.5,,1,,1,,,5,0,0,0,0,0,0,-0.2,0,0,0,0,0,0,5.2,0,0,0,0
65,"24.0:p1`36c,p2`47c;1-,--:any-any-any",24,"p1`36c,p2`47c;1-,--",any-any-any,362.52,,,16.24309393,24,`0000100000,`0000100000,90.5,1,,1,,,,5.3,0,0,0,0,0,0,0.099275414,0,0,0,0,0,0,5.2,0,0,0,0
66,"24.166666666666668:p1`36c,p2`14c;--,1-:any-any-any",24.16666667,"p1`36c,p2`14c;--,1-",any-any-any,367.88,alternate,,16.35359117,24.16666667,`0000010000,`0000010000,90.5,,1,,1,,,5.36,0,0,0,0,0,0,0.164316767,0,0,0,0,0,0,5.2,0,0,0,0
67,"24.333333333333332:p2`a7c,p2`14c;-1,--:any-any-any",24.33333333,"p2`a7c,p2`14c;-1,--",any-any-any,373.5,alternate,,16.46408841,24.33333333,`0000001000,`0000001000,90.5,1,,1,,,,5.62,0,0,0,0.01,0,0,0.413682117,0,0,0,0,0,0,5.2,0,0,0,0
68,"24.5:p2`a7c,p1`3-p2`4c;--,1-:any-any-any",24.5,"p2`a7c,p1`3-p2`4c;--,1-",any-any-any,380.33,,,16.57458565,24.5,`0000100000,`0000100000,90.5,,1,,1,,,6.83,1.5,0,0,0.01,0,0,0.116225699,0,0,0,0,0,0,5.2,0,0,0,0
69,"24.666666666666668:p2`a7c,p1`3-p2`4c;-1,--:any-any-any",24.66666667,"p2`a7c,p1`3-p2`4c;-1,--",any-any-any,386.84,alternate,,16.68508288,24.66666667,`0000001000,`0000001000,90.5,1,,1,,,,6.51,1.5,0,0,0.01,0,0,-0.2,0,0,0,0,0,0,5.2,0,0,0,0
70,"24.833333333333332:p2`a7c,p2`14c;--,1-:any-any-any",24.83333333,"p2`a7c,p2`14c;--,1-",any-any-any,392.17,alternate,,16.79558012,24.83333333,`0000010000,`0000010000,90.5,,1,,1,,,5.33,0,0,0,0.01,0,0,0.116225699,0,0,0,0,0,0,5.2,0,0,0,0
71,"25.0:p1`36c,p2`14c;1-,--:any-any-any",25,"p1`36c,p2`14c;1-,--",any-any-any,397.78,,,16.90607736,25,`0000100000,`0000100000,90.5,1,,1,,,,5.61,0,0,0,0,0,0,0.413682117,0,0,0,0,0,0,5.2,0,0,0,0
72,"25.166666666666668:p1`36c,p2`47c;--,-1:any-any-any",25.16666667,"p1`36c,p2`47c;--,-1",any-any-any,403.14,alternate,,17.0165746,25.16666667,`0000001000,`0000001000,90.5,,1,,1,,,5.36,0,0,0,0,0,0,0.164316767,0,0,0,0,0,0,5.2,0,0,0,0
73,"25.333333333333332:p2`1-p1`6c,p2`47c;1-,--:any-any-any",25.33333333,"p2`1-p1`6c,p2`47c;1-,--",any-any-any,408.44,alternate,,17.12707183,25.33333333,`0000010000,`0000010000,90.5,1,,1,,,,5.3,0,0,0,0,0,0,0.099275414,0,0,0,0,0,0,5.2,0,0,0,0
74,"25.5:p2`1-p1`6c,p2`45;--,-1:any-any-any",25.5,"p2`1-p1`6c,p2`45;--,-1",any-any-any,414.18,,,17.23756907,25.5,`0000000100,`0000000100,90.5,,1,,1,,,5.74,0,0,0,0,0,0,0.536555767,0,0,0,0,0,0,5.2,0,0,0,0
75,"25.666666666666668:p2`47,p2`45;-1,--:any-any-any",25.66666667,"p2`47,p2`45;-1,--",any-any-any,420.13,alternate,,17.34806631,25.66666667,`0000001000,`0000001000,90.5,1,,1,,,,5.95,0,0,0,0,0,0,0.75443654,0,0,0,0,0,0,5.2,0,0,0,0
76,"25.833333333333332:p2`47,p2`a1;--,-1:any-any-any",25.83333333,"p2`47,p2`a1;--,-1",any-any-any,425.39,alternate,,17.45856355,25.83333333,`0000010000,`0000010000,90.5,,1,,1,,,5.26,0,0,0,0.01,0,0,0.053182959,0,0,0,0,0,0,5.2,0,0,0,0
77,"26.0:p2`47,p2`a1;-1,--:any-any-any",26,"p2`47,p2`a1;-1,--",any-any-any,430.4,,,17.56906078,26,`0000001000,`0000001000,90.5,1,,1,,,,5.01,0,0,0,0.01,0,0,-0.2,0,0,0,0,0,0,5.2,0,0,0,0
78,"26.166666666666668:p2`47,p2`45;--,-1:any-any-any",26.16666667,"p2`47,p2`45;--,-1",any-any-any,435.65,alternate,,17.67955802,26.16666667,`0000000100,`0000000100,90.5,,1,,1,,,5.25,0,0,0,0,0,0,0.053182959,0,0,0,0,0,0,5.2,0,0,0,0
79,"26.333333333333332:p2`a1,p2`45;-1,--:any-any-any",26.33333333,"p2`a1,p2`45;-1,--",any-any-any,440.98,alternate,,17.79005526,26.33333333,`0000010000,`0000010000,90.5,1,,1,,,,5.33,0,0,0,0.01,0,0,0.120624269,0,0,0,0,0,0,5.2,0,0,0,0
80,"26.5:p2`47,p2`45;-1,--:any-any-any",26.5,"p2`47,p2`45;-1,--",any-any-any,448.8,,,17.9005525,26.5,`0000001000,`0000001000,90.5,,1,1,,,,7.82,0,0,0,0,0,0,0.120624269,0,0,0,0,0,2.5,5.2,0,0,0,0
81,"26.666666666666668:p2`47,p2`a5;--,-1:any-any-any",26.66666667,"p2`47,p2`a5;--,-1",any-any-any,454.26,alternate,,18.01104973,26.66666667,`0000000100,`0000000100,90.5,1,,,1,,,5.46,0,0,0,0,0,0,0.257239392,0,0,0,0,0,0,5.2,0,0,0,0
82,"26.833333333333332:p2`47,p2`a5;-1,--:any-any-any",26.83333333,"p2`47,p2`a5;-1,--",any-any-any,459.26,alternate,,18.12154697,26.83333333,`0000001000,`0000001000,90.5,,1,1,,,,5,0,0,0,0,0,0,-0.2,0,0,0,0,0,0,5.2,0,0,0,0
83,"27.0:p2`a1,p2`a5;-1,--:any-any-any",27,"p2`a1,p2`a5;-1,--",any-any-any,467.09,,,18.23204421,27,`0000010000,`0000010000,90.5,1,,1,,,,7.83,0,0,0,0.01,0,0,0.120624269,0,0,0,0,0,2.5,5.2,0,0,0,0
84,"27.166666666666668:p2`a1,p2`a5;--,-1:any-any-any",27.16666667,"p2`a1,p2`a5;--,-1",any-any-any,472.1,alternate,,18.34254145,27.16666667,`0000000100,`0000000100,90.5,,1,,1,,,5.01,0,0,0,0.01,0,0,-0.2,0,0,0,0,0,0,5.2,0,0,0,0
85,"27.333333333333332:p2`47,p2`a5;-1,--:any-any-any",27.33333333,"p2`47,p2`a5;-1,--",any-any-any,477.42,alternate,,18.45303868,27.33333333,`0000001000,`0000001000,90.5,1,,1,,,,5.32,0,0,0,0,0,0,0.120624269,0,0,0,0,0,0,5.2,0,0,0,0
86,"27.5:p2`47,p2`69;--,-1:any-any-any",27.5,"p2`47,p2`69;--,-1",any-any-any,483.29,,,18.56353592,27.5,`0000000010,`0000000010,90.5,,1,,1,,,5.87,0,0,0,0,0,0,0.673274247,0,0,0,0,0,0,5.2,0,0,0,0
87,"27.666666666666668:p2`a5,p2`69;-1,--:any-any-any",27.66666667,"p2`a5,p2`69;-1,--",any-any-any,489.17,alternate,,18.67403316,27.66666667,`0000000100,`0000000100,90.5,1,,1,,,,5.88,0,0,0,0,0,0,0.678320113,0,0,0,0,0,0,5.2,0,0,0,0
